aid	deepl_title
123185	The plane again: Steinmeier is stuck in Ethiopia
123186	18 accidents due to snow and ice in the Oberberg region
123188	Ex-terrorist is placed in custody pending deportation after serving his sentence
123189	The coal phase-out could be really expensive
123190	Apparently found first debris of the plane
123191	Goods worth 270,000 euros probably sold mainly in Cologne
123192	Kagawa before move from BVB to Monaco
123193	Facebook paid teens money for access to online lives
123195	Ribéry completes parts of team training again
123196	VfB pro Gentner: No career end in summer yet
123197	Darmstadt 98 picks up defender Wittek from Heidenheim
123198	Al-Khelaïfi new member of UEFA Executive Committee
123199	Andreas Gabalier defends himself
123200	Schalke reportedly makes West Ham offer for striker Perez
123201	Fire department frees cat from burning apartment
123202	Horse seriously injured after accident near Kerpen
123204	Who will keep the upper hand in the Brexit dispute?
123205	Almost no one knows these nine dream destinations
123206	Plans for redesign meet with skepticism
123207	Trump does not believe his intelligence agencies
123208	The anniversary year should give new impetus to Morsbach
123209	Shorttracker Seidel wants to attack again in Dresden
123210	Klosterfrau cuts 52 jobs in Cologne
123211	Registration for students in Bergneustadt starts soon
123212	Brexit to citizenship elections: Full program for meeting
123213	The Bahnstadt builders let it rip
123214	"Country duo ""6 String BBQ"" plays in Berlin"
123216	Friendly Buddy waiting for new owners in Wipperfürth
123218	Redevelopment will last at least until early summer
123219	Cologne choirs soar to new heights
123220	Traders leave the Nippes weekly market
123221	An evening of games with the family
123222	"Wiehl talk about ""Future Village - Future Volunteering"" in Bielstein"
123223	Paramedic hands methadone to wrong inmate at Cologne correctional facility
123224	Erzgebirge Aue signs up with Zulechner, who is out of contract
123225	Union demands job security at Kaufhof
123226	Young woman stabbed: police arrest boyfriend
123227	Garbage truck runs over 66-year-old passerby
123228	Pechstein competes for the 18th time at an individual world championships
123229	"Wuppertal applies for the ""crime scene"
123230	Siegburg family in shock after robbery
123231	Fortuna Köln sign N'Gamukol from French first division club
123232	The mystery of Mike Stewart
123233	Reichmann wants to continue playing for Germany
123234	Traditional US brand Harley-Davidson continues to weaken
123236	The background to the dispute over Anthony Modeste
123237	Hacker attack on 30 more SPD politicians revealed
123238	"Wuppertal wants to become a ""crime scene"" city"
123240	Three injured after collision near Manheim-alt
123241	US metropolises fight polar vortex
123242	"Transport Minister: ""We need the electric beetle effect""."
123243	These are the six biggest problems of Deutsche Bahn
123244	Arsenal FC loan Denis Suarez from FC Barcelona
123245	Jahn Regensburg defeats Paderborn with 2:0
123246	Uschi Glas: Perhaps not everything was better in the past
123247	Dahlmeier and Hinz shine - Peiffer finishes third
123248	Denmark nominates foxes professional Lindberg after
123249	"Blue"" dispute: AfD loses lawsuit against Petry"
123250	New thriller with Anne Hathaway flops in America's cinemas
123251	International lung physicians advocate nitrogen oxide limits
123252	Werder defender Caldirola moves to Italy
123253	Newspaper: Agency for cyber security in the Halle-Leipzig region
123254	US Federal Reserve does not touch key interest rate
123257	Zverev wants return to old Davis Cup format
123258	Federal Agency announces unemployment figures for January
123259	HSV work victory thanks to Lasogga: 2:1 against Sandhausen
123260	No restrictions at Cologne Airport due to World War II bomb
123261	Tesla makes less profit than expected
123262	After initial spectacle: Heidenheim and Kiel separate 2:2
123263	HSV wins thanks to Lasogga - Heidenheim 2-2 against Kiel
123264	"Fair ""Hunting & Dog"": High-tech and more offers for women"
123265	Bielefeld turns match in Dresden with Dynamo's ex-coach
123266	Bielefeld turns the game in Dresden with Dynamo's ex-coach
123267	Liverpool 1:1 against Leicester - Chelsea loses 0:4
123268	Barcelona after 6-1 over Sevilla FC in Copa semifinals
123269	Usedom crime novel: Winter light
123271	Hectic activity on deadline day in the Bundesliga
123272	The new noble cable car of Zermatt
123273	"Ex-Super Bowl champion Vollmer: Brady ""is absolutely obsessed"""
123274	Four German seriously injured in car accident in Austria
123275	70 additional parking spaces at the S-Bahn stop
123276	New commercial building to replace old courtyard and residential complex
123277	Mechernich proposes merger for water supply
123278	9 tips on how you can still use kitchen scraps
123279	Sindorf businessman wants to build 130-meter Rhine-Erft tower
123280	"""Complex fathers"", life mistakes and unequal couples"
123281	Three Leuscheid clubs are looking for new accommodation
123282	Justice minister wants to remove design protection for car parts
123283	Von der Leyen wanted to clean up and is now groping in the fog herself
123285	Jürgen von der Lippe has a problem with television
123287	In the new building of the cinema center, the first halls take shape
123288	Youth welfare offices are being checked - further perpetrators possible
123289	Cologne girl wants to be Germany's voice for the ESC
123290	Ending the glitter fumble
123291	Many cities exceed nitrogen oxide limit again in 2018
123292	Sankt Augustin acquires first of three electric cars
123293	Rösrather association shows alternative to plans of the city
123295	Climbing castle with city emblem and tube slide
123296	New ranking of urban development projects in Burscheid
123297	Ariana Grande embarrasses herself with misspelled tattoo
123298	New building to alleviate space shortage
123299	County road 45 could become a bicycle path
123300	"Freezing cold in the USA: ""Life-threatening"" conditions"
123301	"""Hasty Pudding"": These are the award winners"
123303	Carnivalists ask for costumes
123304	Power for the rolling future
123305	A washstand in the bushes
123306	Adenauer's green legacy to be preserved
123307	Self-determined in your own four walls
123308	Soon the new Porz will be built
123309	The music was her salvation
123310	Many want the Veedelsplatz
123311	Bilderstöckchen to touch
123313	Full streets at the castle park
123314	Artists to leave wax factory
123315	"Start date for new ""Batman"" film set"
123316	Triumvirate mobilized
123317	As much freedom as possible for the students
123318	Much pig in the new year
123319	Rip off where you can
123321	"""We had two movie theaters - a great change of pace."""
123323	AKK finds it easier to talk about men than about Merkel
123324	Dzeko scandal: spitting attack against referee
123325	Brexit weighs on British carmakers
123326	Dam burst in Brazil: Rescue workers find nearly 100 dead
123327	Düsseldorf about to sign striker Kownacki
123329	Microsoft increases profit strongly
123330	Malaysia's new King Abdullah takes oath of office
123331	RB Leipzig wants to loan Smith-Rowe from Arsenal FC
123332	"Klopp after setback in title race: ""Don't count points""."
123333	"""Kicker"": Kagawa switch from Dortmund to Monaco off the table"
123334	Facebook crises do not affect business
123336	Explosives found in apartment building
123337	After 47 years: Barbra Streisand responds to fan letter
123338	Weak retail trade in December
123339	"""Gremlins"" actor Dick Miller dead"
123340	Barbara Streisand answers fan letter - after 47 years
123341	Duel of the generations: No tips from Brady for Goff
123342	"Airbus reports ""cyber incident"
123343	This is how NRW Minister Reul wants to take action against criminal clans
123344	Suspected Iraqi terrorists in custody
123345	Writer Navid Kermani criticizes his place of residence Cologne
123346	Michael Bielecke leaves his elementary school Müllenbach
123347	Slick roads cause traffic jams and accidents in NRW
123348	Number of unemployed increased in January
123349	Museum explores the bad image of the wolf
123350	Snow and ice cause problems in rush hour traffic
123351	Hennefer sends acquaintance for driving test
123352	ZDFneo shows three new series: Crime, thriller and humor
123353	RTL celebrates birthday with cake throwing
123354	Foreign minister: Brexit postponement may be necessary
123355	Family members may insult each other in Whatsapp chats
123356	Can the landlord require me to shovel snow?
123357	Amy Mußul practiced shooting for role as commissioner
123358	New start for swimmers on the way to the Olympics
123359	Snow chaos in Rhein-Sieg - 30 accidents in the district
123360	Scholz wants to tax higher earners more
123362	Ski jumpers look for World Cup form in Oberstdorf
123363	Green Boris Palmer calls for Coca-Cola ban
123364	These 10 series you can't miss in February
123365	24 accidents due to snow and ice in Rhein-Berg
123367	Horst Lichter may not buy any junk
123368	Number of dead rises to almost one hundred
123370	Cologne and Bonn covered in deep snow: traffic jams and accidents
