aid	deepl_title
131825	BGH examines after accident whether teachers must provide first aid
131826	Passenger apparently prevented earlier Boeing disaster
131828	Ford replaces European head
131830	17-year-old thief attacks store detective with knife
131831	Public prosecutor investigates AfD leader Gauland
131832	Unknown man addresses two girls - witnesses wanted
131833	Win Bayer 04 Leverkusen home jerseys
131834	Löw angry because of brutal foul on Sané
131835	Lauterbach meets Laschet to discuss A-3 expansion
131836	Thawing snow releases body of injured climber
131837	Tough fronts and Wikipedia protest ahead of copyright vote
131838	FC concedes 13 goals in three games against Paderborn
131840	Icardi and Inter Milan are getting closer again
131841	This helps to fall asleep when you lie awake at night
131842	Bundeskunsthalle Bonn shows controversial but excellent exhibition
131843	Four locations of automotive supplier Schaeffler on the brink of collapse
131845	Perpetrator with daycare connection produced child porn himself
131846	Racist remarks: Wolfsburg police investigate
131847	1,089,984 people live in Cologne - families move away
131848	The in-form relegation fighters
131849	Upper floor of the Hennef Regenbogenschule completely closed off
131850	Facebook stored user passwords unencrypted
131851	NRW wants to collect maintenance advances from defaulting parents
131852	The Haasenmühle on the Wupper is flourishing again
131853	Cologne Sharks aim to even up playoff series
131854	Seven-year-old stabbed on way to school - woman turns herself in
131856	Buddha figure from flea market auctioned for millions
131857	Bank supervisory board meetings dominated by merger talks
131858	Reporter describes racism scandal in tears
131859	Seed swap meet in the park Plietz is well received
131860	Demirci thanks the city of Cologne after detention in Istanbul
131862	Preuß sprint second in Kuzmina win in Oslo
131863	Instagram star Pamela Reif loses in court
131864	Citizens want a wider range of services in Lindlar
131865	Hard Brexit would cost Cologne residents 126 euros per year
131866	New album: Stefanie Heinzmann and love
131867	1st BCW hopes to stay in the class
131868	Planned Volksbank merger with Rhein-Sieg collapsed
131869	Ebay robber confesses to sexual motive
131870	Defeat for rapist of the Siegauen before the BGH
131871	Mr. Wash builds car wash in Bonn for 20 million euros
131873	Ex-RAF terrorists remain missing
131874	German U21 passes European Championship endurance test against France
131876	New Zealand tightens gun laws
131877	Air traffic control reduces air traffic due to software glitch
131878	Police stops demolished truck near Overath
131879	Flensburg-Handewitt extends series - Kiel stays on top
131881	"""Difficulties feared for traffic in the south of Cologne""."
131882	The Dirt
131885	The candidates remain secret for the time being
131886	Successful merger and profitable lending business
131887	Serra also absent from U21 against England - Nmecha's deployment unclear
131888	False soldier obtains six-digit sum - victim told
131890	Wesseling expands family pass offers and services
131891	Spruce suffer from drought and beetle infestation
131892	The 10 most popular and the 5 cheapest theme parks in Europe
131893	CDU and SPD stick to their big solution
131895	More Eastern Europeans receive Hartz IV - at the same time more in employment
131896	47 people die in explosion at chemical park in China
131897	What you should know if you have something to bequeath
131898	Ferchau does not rule out relocation of IT department to Cologne
131899	Trump supporter confesses to sending explosive devices
131900	TTC Schwalbe Bergneustadt plays in the semifinals on Saturday
131901	New Zealand commemorates the victims of the Christchurch attack
131903	Eintracht supervisory board chairman: No offer for Jovic so far
131904	Broadcasting fees to rise automatically soon
131905	Prince Charles and Camilla travel to Cuba
131906	"""Men should justify their great jobs""."
131907	"""The errors should have been identified early on""."
131908	Greta Gerwig and Noah Baumbach have become parents
131909	Overath City Council follows the administration's figures
131910	Siegburg Museum shows faces of contemporary history
131911	The face of the VR Bank will soon be gone
131913	First the European election, then replace the mayor
131914	50 years ago: In bed with John and Yoko
131915	Kerpen coalition own votes are enough for double budget
131916	Schalke coach Stevens criticizes national coach Löw
131917	Brave grab in the mud - not only on Forest Day
131918	400 people fight on Alexanderplatz in Berlin
131919	Viggo Mortensen makes directorial debut with Laura Linney
131920	Is it time to change the oil? The big oil test from Cologne
131921	Cars collide at intersection: Four injured
131922	Schiller: Relaxed to Success with Quiet Tones
131923	Almost one in two fails the German test in the integration course
131924	Cathy Hummels relies on yoga
131925	Görges in the third round of Miami - Struff failed
131926	Integration courses: Almost half fail the language test
131927	Game accident slows down rail traffic in the Bergisches Land region
131928	Young people demand more political say
131929	Boeing loses billion-dollar order after 737 Max crashes
131930	Deutsche Bank CEO Sewing received seven million euros in 2018
131931	Pulheim band fills the pubs with R'n'B and soul
131932	"""Frankfurt School"": 100 Years of Sociology at Goethe University"
131933	City completely dismantles playgrounds at Rathenauplatz
131934	Polish gold train hunter comes across unexpected treasure
131935	Emilia Clarke writes about brain surgery
131937	"Cacau: ""Özil and the DFB have made mistakes""."
131938	Khedira may train again after heart surgery
131939	Is the climbing park in Blankenheim on the brink?
131940	Generation change on the Dümpel completed
131942	Asparagus hunger at the beginning of spring
131943	Nike with billion-dollar profit and jump in sales
131944	U.S. Border Patrol uses tear gas to keep migrants from entering country
131945	Lopez and Rodriguez happy to receive congratulations from the Obamas
131946	Merger could jeopardize up to 30,000 jobs
131947	Müller-Römer on his relationship with Veh and his new tasks
131948	"""It's hard for older couples to break up""."
131949	Fatal shot on New Year's Eve was fired from close range
131950	The city of Cologne must issue the building permit quickly
131952	More than 100 dead in ferry accident in Iraq
131953	Chef Rolf Graf moves to the castle hotel
131954	Clear case: I'd rather have a Croatia thriller than family therapy
131955	Passengers sat on garden chairs without seat belts
131956	Four deaths shake the rugby world
131957	Illustrated book about Germany's most beautiful places
131958	Iffland Ring goes to Jens Harzer
131959	Number of wildlife accidents in Germany on the rise
131961	Every second rector complains about unfilled positions
131962	Caution applies at the start of the motorcycle season
131963	"""There is a lot of movement in states - and NRW continues to sleep"""
131964	Thousands of students in NRW want to strike again for the climate
131965	Citizens do not want to become the Cologne Speckgürtel
131966	Horst Schultz collects old radios from the 1920s onwards
131967	Help in the jungle of telephone contracts
131968	Bad weather, good-humored ex-kicker
131969	BGH clarifies family dispute over real estate after love breakup
131970	Lit.Cologne: Love, Football and Insult
131971	Decisive blow against last IS bastion in Syria
131973	"""All I wanted to do was eat healthy - and it made me sick""."
131974	Kehraus in the bookstore R² in Siegburg
131975	Blame for climate change? We older people also fought back
131976	Ralph Denk on the rock star of cycling
131977	"After ""spat"" with Bohlen: Capital Bra raps ""Cherry Lady"
131978	Amsterdam as a place of terror: DFB keeper Neuer challenged
131979	Conviction of Siegaue rapist is final
131980	Ginter criticizes treatment of German athletes
131982	New labor market records expected for 2019
131983	Rebecca case: arrest warrant against brother-in-law lifted
131984	Lohmar Krewelshof now sells cheese with organic seal
131985	"Weinzierl: Am ""rather a better coach"" than in 2014"
131986	Head of LKA: Initially, there were many indications that a crime had been committed
131987	Castle road will be completely closed on April 2
131988	Nine people in hospital after gas leak in Sankt Augustin
131989	Greipel team receives wild card for Tour de France
131990	Dirk von Lowtzow: Music is more mathematical than literature
131991	U.S. collegiate championship: Mason with Baylor in second round
131992	Suspected agitators turn themselves in to the police
131993	The upheaval is right - Bayern trio has not been missing
131994	22-year-old motorcyclist injured in accident in Altenberg
131995	"Emilia Clarke depicts ""fight for my life"""
131996	Vanessa Redgrave gets Golden Camera
131998	Cologne amateur athletes criticize nature conservation authority
